,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09
"Walker, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.929,0.0,0.0,0.0,5.857999999999999,5.8580000000000005,11.715999999999998,26.360999999999997,17.573999999999998,11.716000000000008,5.85799999999999,2.929000000000002,2.929000000000002,0.0,5.858000000000004,43.93499999999999,0.0,0.0,14.64500000000001,29.289999999999992,11.716000000000008,11.71599999999998,0.0,17.574000000000012,14.64500000000001,2.9289999999999736,0.0,2.929000000000002,-2.929000000000002,-2.9289999999999736,0.0,5.857999999999976,14.644999999999982,2.9290000000000305,-2.9290000000000305,-2.9289999999999736,0.0,5.858000000000004,2.9289999999999736,2.9290000000000305,2.9289999999999736,-2.9289999999999736,5.858000000000004,5.858000000000004,0.0,5.858000000000004,2.9289999999999736,0.0,2.9290000000000305,5.857999999999947,5.858000000000004,2.9290000000000305,0.0,2.9289999999999736,8.787000000000035,2.9289999999999736,14.644999999999982,8.787000000000035,20.502999999999986,0.0,38.077,26.36099999999999,46.86400000000003,23.43199999999996,20.502999999999986,35.148000000000025,20.503000000000043,120.08899999999994,96.65700000000004,29.289999999999964,49.793000000000006,90.79899999999998,41.00599999999997,29.290000000000077,76.154,23.432000000000016,8.787000000000035,14.644999999999982,32.218999999999824,105.44400000000019,55.65099999999984,23.432000000000016,20.50299999999993,41.006000000000085,55.65100000000007,67.36699999999996,49.79299999999989,82.01200000000017,29.289999999999964,96.65699999999993,14.644999999999982,76.154,64.4380000000001,14.644999999999982,41.00599999999986,35.14799999999991,49.79300000000012,55.65099999999984,58.58000000000038,38.07699999999977,49.79300000000012,17.57400000000007,125.94699999999966,43.9350000000004,73.22499999999991,11.715999999999894,99.58599999999979,26.36100000000033,73.22499999999991,114.23099999999977,20.503000000000156,96.65700000000015,102.51499999999987,11.715999999999894,20.503000000000156,41.00599999999986,111.30200000000013,41.00599999999986,26.360999999999876,76.154,123.01800000000003,67.36700000000019,32.21900000000005,58.57999999999993,5.858000000000175,41.00599999999986,64.4380000000001,134.73399999999992,55.65099999999984,23.432000000000244,99.58600000000024,29.289999999999964,8.786999999999352,38.077000000000226,61.509000000000015,26.360999999999876,26.360999999999876,46.86400000000049,17.573999999999614,14.645000000000437,61.509000000000015,11.71599999999944,55.65099999999984,17.574000000000524
"Cullman, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.024,3.024,0.0,0.0,3.023999999999999,3.024000000000001,6.047999999999998,3.024000000000001,0.0,0.0,3.024000000000001,0.0,3.024000000000001,0.0,18.144,0.0,0.0,15.120000000000005,6.048000000000002,0.0,21.167999999999992,3.024000000000001,3.024000000000001,24.192000000000007,0.0,3.024000000000001,0.0,6.047999999999988,33.263999999999996,-33.263999999999996,0.0,6.048000000000016,3.024000000000001,-3.024000000000001,0.0,9.072000000000003,6.047999999999973,3.024000000000001,6.048000000000002,0.0,9.072000000000003,0.0,6.048000000000002,0.0,3.024000000000001,0.0,0.0,3.024000000000001,6.048000000000002,3.024000000000001,3.024000000000001,6.048000000000002,0.0,6.048000000000002,0.0,0.0,3.024000000000001,3.024000000000001,0.0,0.0,3.024000000000001,3.024000000000001,6.048000000000002,0.0,3.024000000000001,6.048000000000002,6.048000000000002,15.119999999999976,15.120000000000033,24.19199999999995,54.432000000000016,36.28800000000001,51.408000000000015,21.168000000000006,12.096000000000004,0.0,6.048000000000002,36.287999999999954,51.40800000000007,39.3119999999999,18.144000000000005,12.096000000000004,30.24000000000001,27.216000000000008,60.48000000000002,33.26400000000001,42.33600000000001,27.216000000000008,15.120000000000005,12.096000000000004,27.216000000000008,21.168000000000006,9.072000000000003,3.024000000000001,9.072000000000003,21.168000000000006,42.3359999999999,66.52800000000013,51.4079999999999,21.16800000000012,6.048000000000002,60.47999999999979,18.144000000000005,9.072000000000116,33.263999999999896,63.50400000000013,12.096000000000004,39.3119999999999,21.16800000000012,33.263999999999896,66.52800000000002,148.17599999999993,45.36000000000013,51.4079999999999,133.05600000000004,160.27199999999993,63.503999999999905,72.57600000000002,51.40800000000036,96.76799999999957,39.31200000000035,111.88799999999992,57.45600000000013,45.35999999999967,69.55200000000013,93.74400000000014,81.64799999999968,75.60000000000036,42.335999999999785,117.93600000000015,96.76800000000003,57.455999999999676,99.79200000000037,96.76800000000003,69.55199999999968,72.57600000000002,87.69599999999991,54.432000000000244,54.43199999999979,60.48000000000002,48.384000000000015,69.55200000000013,21.16800000000012
"Jackson, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.763,0.0,0.0,0.0,2.763,0.0,5.526,2.763,0.0,0.0,5.526000000000002,2.762999999999998,0.0,2.762999999999998,8.289000000000001,2.762999999999998,2.7630000000000052,8.288999999999994,2.762999999999998,5.526000000000003,5.526000000000003,0.0,0.0,8.289000000000001,2.762999999999991,8.289000000000001,5.525999999999996,2.7630000000000052,0.0,16.578000000000003,0.0,2.762999999999991,5.5260000000000105,2.762999999999991,2.7630000000000052,5.525999999999996,0.0,0.0,0.0,2.7630000000000052,2.762999999999991,2.7630000000000052,2.7630000000000052,2.7630000000000052,0.0,0.0,8.288999999999987,0.0,8.289000000000016,8.288999999999987,0.0,2.7630000000000052,0.0,0.0,0.0,0.0,2.7630000000000052,5.525999999999982,0.0,2.7630000000000052,-2.7630000000000052,8.289000000000016,8.288999999999987,0.0,0.0,0.0,5.5260000000000105,2.762999999999977,5.5260000000000105,2.7630000000000052,2.7630000000000052,2.7630000000000052,2.762999999999977,16.578000000000003,5.5260000000000105,0.0,0.0,8.288999999999987,5.5260000000000105,5.5260000000000105,11.051999999999964,8.289000000000044,11.051999999999964,16.57800000000003,16.577999999999975,27.629999999999995,-2.762999999999977,0.0,8.288999999999987,24.86700000000002,13.814999999999998,22.103999999999985,0.0,5.5260000000000105,8.288999999999987,19.341000000000008,11.051999999999964,44.20800000000003,49.73400000000004,-5.526000000000067,5.526000000000067,22.103999999999928,16.577999999999975,77.36400000000003,38.682000000000016,30.39300000000003,13.81499999999994,13.815000000000055,30.392999999999915,49.73400000000004,113.28300000000002,85.65300000000002,77.36400000000003,44.207999999999856,49.73400000000015,19.340999999999894,82.8900000000001,110.51999999999998,11.051999999999907,69.07500000000005,16.577999999999975,41.444999999999936,41.445000000000164,19.340999999999894,41.444999999999936,44.208000000000084,41.444999999999936,35.919000000000096,27.62999999999988,19.341000000000122,38.682000000000016,58.02299999999991,82.8900000000001,80.12699999999973,99.4680000000003,91.17900000000009,38.68199999999979,121.57200000000012,52.496999999999844,116.04599999999982,71.83800000000019,66.3119999999999,60.78600000000006
"Lamar, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.477999999999999,0.0,5.4780000000000015,0.0,2.738999999999997,2.7390000000000008,0.0,0.0,2.7390000000000008,0.0,-2.7390000000000008,0.0,0.0,0.0,2.7390000000000008,0.0,2.7390000000000008,0.0,-2.7390000000000008,2.7390000000000008,2.7390000000000008,0.0,0.0,0.0,0.0,0.0,2.738999999999997,0.0,0.0,0.0,2.738999999999997,2.7390000000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.738999999999997,0.0,0.0,2.7390000000000043,0.0,0.0,0.0,0.0,8.216999999999999,-2.7390000000000043,2.7390000000000043,5.4780000000000015,0.0,2.738999999999997,0.0,0.0,5.4780000000000015,0.0,8.216999999999999,0.0,0.0,0.0,5.477999999999994,2.7390000000000043,0.0,2.7390000000000043,0.0,0.0,2.73899999999999,0.0,10.956000000000003,2.7390000000000043,21.911999999999992,5.478000000000009,10.955999999999989,2.7390000000000043,5.478000000000009,5.47799999999998,0.0,0.0,2.7390000000000043,5.478000000000009,5.478000000000009,8.216999999999985,2.7390000000000043,2.7390000000000043,10.955999999999989,5.478000000000009,2.7390000000000043,0.0,0.0,10.955999999999989,0.0,5.478000000000009,2.7390000000000043,5.47799999999998,0.0,2.7390000000000043,16.433999999999997,0.0,5.478000000000009,0.0,16.43399999999997,2.7390000000000327,13.694999999999993,35.60700000000003,8.216999999999985,32.867999999999995,13.694999999999993,16.43399999999997,16.434000000000026,24.65100000000001,16.43399999999997,8.217000000000041,0.0,16.43399999999997,19.173000000000002,10.956000000000017,32.867999999999995,5.477999999999952,0.0,10.956000000000017,10.956000000000017,13.69500000000005,5.477999999999952,21.912000000000035,16.43399999999997,8.216999999999985,5.4780000000000655
"Lauderdale, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9910000000000005,2.9910000000000005,0.0,2.9910000000000014,0.0,11.964000000000002,5.981999999999999,5.981999999999999,5.982000000000006,-2.9909999999999997,0.0,0.0,0.0,5.981999999999999,0.0,5.981999999999999,0.0,0.0,5.981999999999999,2.9909999999999997,2.9909999999999997,0.0,2.9910000000000068,0.0,2.9909999999999926,0.0,0.0,0.0,2.9909999999999997,0.0,0.0,2.991000000000014,2.9909999999999997,0.0,0.0,0.0,5.981999999999999,11.963999999999999,0.0,-2.9909999999999997,8.972999999999999,14.954999999999998,35.892000000000024,17.945999999999998,14.954999999999984,5.981999999999999,14.955000000000013,8.973000000000013,23.927999999999997,23.927999999999997,2.9909999999999854,11.963999999999999,11.964000000000055,8.972999999999956,8.973000000000013,20.937000000000012,2.9909999999999854,8.973000000000013,0.0,5.982000000000028,2.9909999999999854,2.9909999999999854,5.982000000000028,8.972999999999956,11.963999999999999,5.982000000000028,20.937000000000012,17.94599999999997,11.964000000000055,23.927999999999997,8.972999999999956,14.955000000000041,8.973000000000013,8.972999999999956,2.9910000000000423,5.981999999999971,8.973000000000013,8.972999999999956,17.946000000000026,8.97300000000007,11.963999999999942,11.964000000000055,14.954999999999927,32.90100000000007,26.918999999999983,41.874000000000024,11.963999999999942,44.86500000000001,32.90100000000007,14.954999999999927,44.86500000000001,23.92800000000011,14.954999999999927,8.97300000000007,2.9909999999999854,26.918999999999983,50.84699999999998,26.918999999999983,59.820000000000164,32.90099999999984,26.919000000000096,59.819999999999936,53.837999999999965,101.69400000000019,38.88299999999981,47.85600000000022,47.855999999999995,2.9909999999999854,17.945999999999913,14.954999999999927,41.874000000000024,68.79300000000012,53.837999999999965,38.88300000000004,26.919000000000096,68.79299999999989,98.70299999999997,92.721,77.76600000000008,32.90099999999984,86.73900000000003,53.83800000000019,74.77500000000009,74.77500000000009,50.84699999999975,32.901000000000295,95.71199999999999,80.7569999999996,26.919000000000324,74.77500000000009,29.909999999999854,59.820000000000164,131.60399999999981,74.77500000000009,44.86499999999978,74.77500000000009,53.83800000000019,77.76600000000008,47.85599999999977,41.87400000000025,50.84699999999975,53.83800000000019,32.90099999999984
"Washington, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.328,0.0,0.0,0.0,0.0,0.0,3.328,0.0,0.0,6.656,-3.3279999999999994,0.0,0.0,0.0,6.656000000000001,0.0,0.0,3.3279999999999994,3.3279999999999994,0.0,13.311999999999998,0.0,3.328000000000003,0.0,0.0,0.0,0.0,3.327999999999996,3.328000000000003,3.327999999999996,3.328000000000003,0.0,3.328000000000003,3.327999999999996,0.0,3.328000000000003,3.328000000000003,19.96799999999999,3.328000000000003,19.968000000000004,3.328000000000003,0.0,3.3279999999999887,6.656000000000006,3.328000000000003,0.0,13.311999999999983,0.0,3.328000000000003,16.640000000000015,9.98399999999998,6.656000000000006,3.328000000000003,3.328000000000003,6.656000000000006,6.656000000000006,3.3279999999999745,0.0,0.0,3.328000000000003,0.0,3.328000000000003,3.328000000000003,0.0,3.328000000000003,0.0,3.328000000000003,0.0,0.0,3.328000000000003,3.328000000000003,3.328000000000003,6.6559999999999775,9.984000000000009,3.328000000000003,0.0,3.328000000000003,3.328000000000003,9.98399999999998,6.656000000000006,0.0,9.98399999999998,3.3280000000000314,3.3279999999999745,6.656000000000006,0.0,0.0,3.3280000000000314,3.3279999999999745,3.3280000000000314,9.98399999999998,0.0,3.3279999999999745,0.0,6.656000000000006,0.0,0.0,0.0,9.984000000000037,3.3279999999999745,0.0,0.0,0.0,6.656000000000006,6.656000000000006,6.656000000000006,3.3279999999999745,13.312000000000012,6.656000000000006,23.295999999999992,9.98399999999998,19.968000000000018,29.951999999999998,16.639999999999986,23.295999999999992,13.312000000000069,19.96799999999996,29.951999999999998,43.26400000000001,36.60799999999995,23.29600000000005,33.27999999999997,39.936000000000035,19.96799999999996,29.951999999999998,36.60799999999995,53.24800000000005,23.29600000000005,9.983999999999924,19.968000000000075,33.27999999999997,26.624000000000024,6.655999999999949,16.639999999999986,9.983999999999924,19.968000000000075,0.0,13.312000000000126,3.3279999999999745,19.967999999999847,23.29600000000005,199.68000000000006,16.639999999999873
"Kansas City, Missouri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.036,3.003,0.0,15.015,36.036,63.06300000000002,39.03899999999999,42.042,48.04800000000003,24.024,-6.006000000000029,57.057000000000016,27.026999999999987,33.033000000000015,42.04199999999997,57.05700000000007,9.0089999999999,111.11099999999999,21.021000000000072,90.09000000000003,24.024,78.07799999999997,45.04499999999996,30.029999999999973,63.0630000000001,51.05099999999993,75.07500000000005,45.04500000000007,45.044999999999845,33.03300000000013,18.01800000000003,6.005999999999858,54.05400000000009,30.029999999999973,39.03899999999999,33.03300000000013,42.041999999999916,21.020999999999958,21.020999999999958,33.03300000000013,27.026999999999816,75.07500000000005,99.09900000000016,57.057000000000016,36.03599999999983,150.1500000000001,72.07199999999989,69.06899999999996,51.05099999999993,48.04800000000023,39.039000000000215,45.04499999999962,48.04800000000023,24.023999999999887,51.05099999999993,90.09000000000015,30.029999999999745,45.04500000000007,96.096,18.01800000000003,6.006000000000313,63.06299999999965,45.04500000000007,84.08400000000029,72.07199999999966,99.09900000000016,78.07799999999997,63.0630000000001,45.04500000000007,57.05699999999979,36.03600000000006,96.096,99.09900000000016,111.11099999999988,288.288,153.1529999999998,213.21300000000065,93.09299999999985,99.09900000000016,78.07799999999952,114.11400000000049,87.08699999999953,96.09600000000046,84.08399999999983,78.07799999999952,30.030000000000655,0.0,141.14099999999962,75.07499999999982,120.11999999999989,87.08700000000044,123.12299999999959,126.1260000000002,21.02099999999973,72.07200000000012,207.20700000000033,129.1289999999999,315.3149999999996,147.14699999999993,93.09300000000076,150.14999999999964,159.15899999999965,105.10500000000047,231.23099999999977,120.11999999999989,312.3119999999999,120.1200000000008,165.16499999999996,156.15599999999995,198.19800000000032,168.16799999999967,261.2610000000004,249.2489999999998,138.137999999999,81.08100000000013,132.1319999999996,174.1740000000009,237.23699999999917,216.21600000000035,264.26400000000103,330.3299999999999,453.4529999999995,282.28199999999924,345.34500000000116,534.5339999999997,792.7919999999995,576.5760000000009,480.47999999999956,201.20100000000093,492.49199999999837,942.9420000000009,495.4950000000008,732.7319999999982,378.3780000000006,201.20100000000093,192.1919999999991,294.2940000000017,330.3299999999981,393.39300000000003,291.2910000000011,333.3329999999987,0.0,516.5159999999996
"Marion, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.157,0.0,0.0,0.0,6.314,12.628,0.0,6.314,3.157,-3.157,0.0,6.314000000000004,0.0,15.784999999999997,3.1569999999999965,6.314000000000007,0.0,6.313999999999993,6.314000000000007,31.569999999999993,18.942000000000007,9.47099999999999,31.569999999999993,15.785000000000025,3.1569999999999823,0.0,6.314000000000021,6.313999999999993,-6.313999999999993,3.1569999999999823,6.313999999999993,6.314000000000021,0.0,6.313999999999993,6.313999999999993,12.628000000000014,3.1569999999999823,3.1570000000000107,3.1570000000000107,-3.1570000000000107,0.0,9.471000000000004,12.628000000000014,3.1569999999999823,6.314000000000021,15.784999999999968,6.314000000000021,3.1569999999999823,6.314000000000021,3.1569999999999823,0.0,0.0,3.1569999999999823,9.471000000000004,3.157000000000039,0.0,0.0,0.0,6.3139999999999645,9.471000000000004,6.314000000000021,0.0,-3.157000000000039,6.314000000000021,12.627999999999986,3.157000000000039,9.471000000000004,0.0,6.3139999999999645,3.157000000000039,3.1569999999999823,3.1569999999999823,12.627999999999986,6.314000000000021,0.0,0.0,3.1569999999999823,3.157000000000039,0.0,0.0,0.0,0.0,9.471000000000004,9.470999999999947,6.314000000000021,18.942000000000007,6.314000000000021,9.471000000000004,12.627999999999986,37.88399999999996,15.785000000000082,9.471000000000004,0.0,0.0,9.471000000000004,25.255999999999972,12.627999999999929,3.157000000000039,12.628000000000043,3.1569999999999254,25.256000000000085,9.471000000000004,9.47099999999989,6.314000000000078,25.255999999999972,15.784999999999968,15.785000000000082,28.41300000000001,9.471000000000004,15.784999999999968,12.627999999999929,69.45400000000006,25.255999999999972,47.35500000000002,59.98299999999995,72.61099999999999,72.6110000000001,31.569999999999936,63.1400000000001,85.2389999999998,37.884000000000015,41.04100000000017,18.942000000000007,18.942000000000007,37.884000000000015,41.04099999999994,15.784999999999854,31.570000000000164,34.72699999999986,15.785000000000082,31.569999999999936,56.82600000000002,47.35500000000002,18.942000000000007,28.41300000000001,18.942000000000007,15.785000000000082,6.313999999999851,47.35500000000002,18.942000000000007,9.471000000000004,12.628000000000156
"Franklin, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.166,0.0,3.166,3.1659999999999995,0.0,0.0,0.0,0.0,0.0,0.0,3.1660000000000004,3.1660000000000004,3.1659999999999986,0.0,3.1660000000000004,0.0,0.0,3.1660000000000004,0.0,0.0,6.332000000000001,0.0,6.331999999999997,15.829999999999998,0.0,3.166000000000004,-3.166000000000004,0.0,3.166000000000004,0.0,12.664000000000001,9.49799999999999,22.162000000000006,18.995999999999995,9.49799999999999,6.332000000000022,3.165999999999997,3.165999999999997,41.15799999999999,63.32000000000002,69.65199999999996,101.31200000000001,12.663999999999987,50.656000000000006,37.99199999999996,63.32000000000005,56.988000000000056,44.323999999999955,31.659999999999968,66.48599999999999,53.822,18.99599999999998,56.988000000000056,66.48599999999999,63.32000000000005,15.829999999999927,31.660000000000082,63.319999999999936,110.80999999999995,37.99199999999996,34.82600000000002,41.15800000000013,37.99199999999996,63.319999999999936,60.153999999999996,37.99199999999996,50.656000000000176,82.3159999999998,15.830000000000155,34.82600000000002,28.493999999999915,44.32400000000007,6.33199999999988,22.162000000000035,25.327999999999975,47.49000000000001,28.493999999999915,25.328000000000202,18.995999999999867,9.498000000000047,56.988000000000056,41.1579999999999,142.4699999999998,44.32400000000007,22.162000000000262,22.161999999999807,53.822000000000116,18.996000000000095,28.493999999999687,9.498000000000047,18.996000000000095,3.1660000000001673,15.829999999999927,47.48999999999978,41.15800000000036,44.323999999999614,9.498000000000047,18.996000000000095,-12.66399999999976,37.991999999999734,28.494000000000142,34.82600000000002,50.65599999999995,34.82600000000002,18.996000000000095,9.498000000000047,12.66399999999976,12.664000000000215,50.65599999999995,18.996000000000095,12.66399999999976,18.996000000000095,37.991999999999734,31.66000000000031,31.659999999999854,28.494000000000142,53.82199999999966,47.49000000000024,28.494000000000142,22.161999999999807,34.82600000000002,22.161999999999807,22.162000000000262,47.48999999999978,34.82600000000002,15.829999999999927,69.65200000000004,22.162000000000262,37.991999999999734,85.48199999999997,56.988000000000284,9.498000000000047,66.48599999999988,47.48999999999978,31.66000000000031,28.493999999999687,72.81800000000021,63.320000000000164,41.1579999999999,12.66399999999976
"Houston, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.952,0.0,2.952,2.952,2.952,0.0,11.808,2.951999999999998,-2.951999999999998,2.951999999999998,0.0,8.856000000000002,5.9040000000000035,17.711999999999996,11.808,2.951999999999998,5.903999999999996,17.712000000000003,0.0,11.808000000000007,20.664,8.855999999999995,14.759999999999991,8.855999999999995,8.856000000000023,17.71199999999999,-2.951999999999998,8.855999999999995,11.807999999999993,8.856000000000023,5.903999999999996,8.855999999999995,-5.903999999999996,0.0,2.951999999999998,5.903999999999996,14.759999999999991,8.856000000000023,8.855999999999995,0.0,8.855999999999995,5.903999999999996,5.903999999999996,2.951999999999998,2.951999999999998,2.951999999999998,5.903999999999996,5.903999999999996,8.855999999999995,0.0,20.664000000000044,2.951999999999998,29.519999999999982,11.807999999999993,8.855999999999995,0.0,14.759999999999991,11.807999999999993,23.616000000000042,14.759999999999991,5.903999999999996,14.759999999999991,8.855999999999995,23.615999999999985,32.47200000000004,5.903999999999996,8.855999999999995,47.23199999999997,14.759999999999991,32.47199999999998,32.472000000000094,5.903999999999996,8.855999999999995,0.0,2.951999999999998,29.519999999999982,23.615999999999985,2.951999999999998,20.663999999999987,17.71199999999999,32.47199999999998,26.568000000000097,41.327999999999975,41.327999999999975,23.615999999999985,11.807999999999993,26.567999999999984,14.759999999999991,26.568000000000097,11.807999999999993,2.951999999999998,8.855999999999995,17.71199999999999,53.13599999999997,2.951999999999998,70.84799999999996,70.84799999999996,14.759999999999991,-8.855999999999995,11.807999999999993,29.52000000000021,35.42399999999998,44.27999999999997,53.13599999999997,50.18399999999997,32.47199999999998,8.855999999999995,76.75199999999995,47.23199999999997,26.567999999999984,70.84800000000018,64.94399999999996,100.36799999999994,50.18399999999997,76.75199999999995,70.84799999999996,85.60800000000017,106.27199999999993,183.0239999999999,171.21600000000035,97.41599999999971,79.70400000000018,153.5039999999999,73.80000000000018,123.98399999999992,44.279999999999745,194.83200000000033,64.94399999999996,79.70399999999972,100.36799999999994,79.70400000000018,103.32000000000016,118.07999999999993,38.37599999999975,23.615999999999985,20.664000000000215,47.231999999999516,59.04000000000087,64.9439999999995,35.42399999999998
